District name,Category,Student group,0
Andover School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Andover School District,High Needs,Students With High Needs,0.0004952947003467063
Andover School District,High Needs,Students Without High Needs,0.0004952947003467063
Andover School District,Race/Ethnicity,White,0.0004952947003467063
Andover School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Ansonia School District,English Learners,English Learners,0.0004952947003467063
Ansonia School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Ansonia School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Ansonia School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Ansonia School District,High Needs,Students With High Needs,0.0004952947003467063
Ansonia School District,High Needs,Students Without High Needs,0.0004952947003467063
Ansonia School District,Race/Ethnicity,All other races,0.0004952947003467063
Ansonia School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Ansonia School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Ansonia School District,Race/Ethnicity,White,0.0004952947003467063
Ansonia School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Area Cooperative Educational Services,English Learners,English Learners,0.0004952947003467063
Area Cooperative Educational Services,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Area Cooperative Educational Services,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Area Cooperative Educational Services,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Area Cooperative Educational Services,High Needs,Students With High Needs,0.0004952947003467063
Area Cooperative Educational Services,High Needs,Students Without High Needs,0.0004952947003467063
Area Cooperative Educational Services,Race/Ethnicity,All other races,0.0004952947003467063
Area Cooperative Educational Services,Race/Ethnicity,Black or African American,0.0004952947003467063
Area Cooperative Educational Services,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Area Cooperative Educational Services,Race/Ethnicity,White,0.0004952947003467063
Area Cooperative Educational Services,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Ashford School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Ashford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Ashford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Ashford School District,High Needs,Students With High Needs,0.0004952947003467063
Ashford School District,High Needs,Students Without High Needs,0.0004952947003467063
Ashford School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Ashford School District,Race/Ethnicity,White,0.0004952947003467063
Ashford School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Avon School District,English Learners,English Learners,0.0004952947003467063
Avon School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Avon School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Avon School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Avon School District,High Needs,Students With High Needs,0.0004952947003467063
Avon School District,High Needs,Students Without High Needs,0.0004952947003467063
Avon School District,Race/Ethnicity,All other races,0.0004952947003467063
Avon School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Avon School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Avon School District,Race/Ethnicity,White,0.0004952947003467063
Avon School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Barkhamsted School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Barkhamsted School District,High Needs,Students With High Needs,0.0004952947003467063
Barkhamsted School District,High Needs,Students Without High Needs,0.0004952947003467063
Barkhamsted School District,Race/Ethnicity,White,0.0004952947003467063
Barkhamsted School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Berlin School District,English Learners,English Learners,0.0004952947003467063
Berlin School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Berlin School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Berlin School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Berlin School District,High Needs,Students With High Needs,0.0004952947003467063
Berlin School District,High Needs,Students Without High Needs,0.0004952947003467063
Berlin School District,Race/Ethnicity,All other races,0.0004952947003467063
Berlin School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Berlin School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Berlin School District,Race/Ethnicity,White,0.0004952947003467063
Berlin School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Bethany School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Bethany School District,High Needs,Students With High Needs,0.0004952947003467063
Bethany School District,High Needs,Students Without High Needs,0.0004952947003467063
Bethany School District,Race/Ethnicity,All other races,0.0004952947003467063
Bethany School District,Race/Ethnicity,White,0.0004952947003467063
Bethany School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Bethel School District,English Learners,English Learners,0.0004952947003467063
Bethel School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Bethel School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Bethel School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Bethel School District,High Needs,Students With High Needs,0.0004952947003467063
Bethel School District,High Needs,Students Without High Needs,0.0004952947003467063
Bethel School District,Race/Ethnicity,All other races,0.0004952947003467063
Bethel School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Bethel School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Bethel School District,Race/Ethnicity,White,0.0004952947003467063
Bethel School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Bloomfield School District,English Learners,English Learners,0.0004952947003467063
Bloomfield School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Bloomfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Bloomfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Bloomfield School District,High Needs,Students With High Needs,0.0004952947003467063
Bloomfield School District,High Needs,Students Without High Needs,0.0004952947003467063
Bloomfield School District,Race/Ethnicity,All other races,0.0004952947003467063
Bloomfield School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Bloomfield School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Bloomfield School District,Race/Ethnicity,White,0.0004952947003467063
Bloomfield School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Bolton School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Bolton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Bolton School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Bolton School District,High Needs,Students With High Needs,0.0004952947003467063
Bolton School District,High Needs,Students Without High Needs,0.0004952947003467063
Bolton School District,Race/Ethnicity,All other races,0.0004952947003467063
Bolton School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Bolton School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Bolton School District,Race/Ethnicity,White,0.0004952947003467063
Bolton School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Booker T. Washington Academy District,English Learners,English Learners,0.0004952947003467063
Booker T. Washington Academy District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Booker T. Washington Academy District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Booker T. Washington Academy District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Booker T. Washington Academy District,High Needs,Students With High Needs,0.0004952947003467063
Booker T. Washington Academy District,High Needs,Students Without High Needs,0.0004952947003467063
Booker T. Washington Academy District,Race/Ethnicity,Black or African American,0.0004952947003467063
Booker T. Washington Academy District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Booker T. Washington Academy District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Bozrah School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Bozrah School District,High Needs,Students With High Needs,0.0004952947003467063
Bozrah School District,High Needs,Students Without High Needs,0.0004952947003467063
Bozrah School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Bozrah School District,Race/Ethnicity,White,0.0004952947003467063
Bozrah School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Branford School District,English Learners,English Learners,0.0004952947003467063
Branford School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Branford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Branford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Branford School District,High Needs,Students With High Needs,0.0004952947003467063
Branford School District,High Needs,Students Without High Needs,0.0004952947003467063
Branford School District,Race/Ethnicity,All other races,0.0004952947003467063
Branford School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Branford School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Branford School District,Race/Ethnicity,White,0.0004952947003467063
Branford School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Brass City Charter School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Brass City Charter School District,High Needs,Students With High Needs,0.0004952947003467063
Brass City Charter School District,High Needs,Students Without High Needs,0.0004952947003467063
Brass City Charter School District,Race/Ethnicity,All other races,0.0004952947003467063
Brass City Charter School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Brass City Charter School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Brass City Charter School District,Race/Ethnicity,White,0.0004952947003467063
Brass City Charter School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Bridgeport School District,English Learners,English Learners,0.0004952947003467063
Bridgeport School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Bridgeport School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Bridgeport School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Bridgeport School District,High Needs,Students With High Needs,0.0004952947003467063
Bridgeport School District,High Needs,Students Without High Needs,0.0004952947003467063
Bridgeport School District,Homelessness,Students Experiencing Homelessness,0.0004952947003467063
Bridgeport School District,Race/Ethnicity,All other races,0.0004952947003467063
Bridgeport School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Bridgeport School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Bridgeport School District,Race/Ethnicity,White,0.0004952947003467063
Bridgeport School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Bristol School District,English Learners,English Learners,0.0004952947003467063
Bristol School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Bristol School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Bristol School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Bristol School District,High Needs,Students With High Needs,0.0004952947003467063
Bristol School District,High Needs,Students Without High Needs,0.0004952947003467063
Bristol School District,Homelessness,Students Experiencing Homelessness,0.0004952947003467063
Bristol School District,Race/Ethnicity,All other races,0.0004952947003467063
Bristol School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Bristol School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Bristol School District,Race/Ethnicity,White,0.0004952947003467063
Bristol School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Brookfield School District,English Learners,English Learners,0.0004952947003467063
Brookfield School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Brookfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Brookfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Brookfield School District,High Needs,Students With High Needs,0.0004952947003467063
Brookfield School District,High Needs,Students Without High Needs,0.0004952947003467063
Brookfield School District,Race/Ethnicity,All other races,0.0004952947003467063
Brookfield School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Brookfield School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Brookfield School District,Race/Ethnicity,White,0.0004952947003467063
Brookfield School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Brooklyn School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Brooklyn School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Brooklyn School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Brooklyn School District,High Needs,Students With High Needs,0.0004952947003467063
Brooklyn School District,High Needs,Students Without High Needs,0.0004952947003467063
Brooklyn School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Brooklyn School District,Race/Ethnicity,White,0.0004952947003467063
Brooklyn School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Canaan School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Canaan School District,High Needs,Students With High Needs,0.0004952947003467063
Canaan School District,High Needs,Students Without High Needs,0.0004952947003467063
Canterbury School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Canterbury School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Canterbury School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Canterbury School District,High Needs,Students With High Needs,0.0004952947003467063
Canterbury School District,High Needs,Students Without High Needs,0.0004952947003467063
Canterbury School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Canterbury School District,Race/Ethnicity,White,0.0004952947003467063
Canterbury School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Canton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Canton School District,High Needs,Students With High Needs,0.0004952947003467063
Canton School District,High Needs,Students Without High Needs,0.0004952947003467063
Canton School District,Race/Ethnicity,All other races,0.0004952947003467063
Canton School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Canton School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Canton School District,Race/Ethnicity,White,0.0004952947003467063
Canton School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Capital Preparatory Harbor School District,English Learners,English Learners,0.0004952947003467063
Capital Preparatory Harbor School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Capital Preparatory Harbor School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Capital Preparatory Harbor School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Capital Preparatory Harbor School District,High Needs,Students With High Needs,0.0004952947003467063
Capital Preparatory Harbor School District,High Needs,Students Without High Needs,0.0004952947003467063
Capital Preparatory Harbor School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Capital Preparatory Harbor School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Capital Preparatory Harbor School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Capitol Region Education Council,English Learners,English Learners,0.0004952947003467063
Capitol Region Education Council,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Capitol Region Education Council,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Capitol Region Education Council,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Capitol Region Education Council,High Needs,Students With High Needs,0.0004952947003467063
Capitol Region Education Council,High Needs,Students Without High Needs,0.0004952947003467063
Capitol Region Education Council,Homelessness,Students Experiencing Homelessness,0.0004952947003467063
Capitol Region Education Council,Race/Ethnicity,All other races,0.0004952947003467063
Capitol Region Education Council,Race/Ethnicity,Black or African American,0.0004952947003467063
Capitol Region Education Council,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Capitol Region Education Council,Race/Ethnicity,White,0.0004952947003467063
Capitol Region Education Council,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Chaplin School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Chaplin School District,High Needs,Students With High Needs,0.0004952947003467063
Chaplin School District,High Needs,Students Without High Needs,0.0004952947003467063
Chaplin School District,Race/Ethnicity,White,0.0004952947003467063
Cheshire School District,English Learners,English Learners,0.0004952947003467063
Cheshire School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Cheshire School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Cheshire School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Cheshire School District,High Needs,Students With High Needs,0.0004952947003467063
Cheshire School District,High Needs,Students Without High Needs,0.0004952947003467063
Cheshire School District,Race/Ethnicity,All other races,0.0004952947003467063
Cheshire School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Cheshire School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Cheshire School District,Race/Ethnicity,White,0.0004952947003467063
Cheshire School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Chester School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Chester School District,High Needs,Students With High Needs,0.0004952947003467063
Chester School District,High Needs,Students Without High Needs,0.0004952947003467063
Chester School District,Race/Ethnicity,White,0.0004952947003467063
Chester School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Clinton School District,English Learners,English Learners,0.0004952947003467063
Clinton School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Clinton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Clinton School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Clinton School District,High Needs,Students With High Needs,0.0004952947003467063
Clinton School District,High Needs,Students Without High Needs,0.0004952947003467063
Clinton School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Clinton School District,Race/Ethnicity,White,0.0004952947003467063
Clinton School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Colchester School District,English Learners,English Learners,0.0004952947003467063
Colchester School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Colchester School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Colchester School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Colchester School District,High Needs,Students With High Needs,0.0004952947003467063
Colchester School District,High Needs,Students Without High Needs,0.0004952947003467063
Colchester School District,Race/Ethnicity,All other races,0.0004952947003467063
Colchester School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Colchester School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Colchester School District,Race/Ethnicity,White,0.0004952947003467063
Colchester School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Colebrook School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Colebrook School District,High Needs,Students With High Needs,0.0004952947003467063
Colebrook School District,High Needs,Students Without High Needs,0.0004952947003467063
Colebrook School District,Race/Ethnicity,White,0.0004952947003467063
Columbia School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Columbia School District,High Needs,Students With High Needs,0.0004952947003467063
Columbia School District,High Needs,Students Without High Needs,0.0004952947003467063
Columbia School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Columbia School District,Race/Ethnicity,White,0.0004952947003467063
Columbia School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Common Ground High School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Common Ground High School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Common Ground High School District,High Needs,Students With High Needs,0.0004952947003467063
Common Ground High School District,High Needs,Students Without High Needs,0.0004952947003467063
Common Ground High School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Common Ground High School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Common Ground High School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Connecticut,English Learners,English Learners,0.0004952947003467063
Connecticut,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Connecticut,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Connecticut,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Connecticut,High Needs,Students With High Needs,0.0004952947003467063
Connecticut,High Needs,Students Without High Needs,0.0004952947003467063
Connecticut,Homelessness,Students Experiencing Homelessness,0.0004952947003467063
Connecticut,Race/Ethnicity,All other races,0.0004952947003467063
Connecticut,Race/Ethnicity,Black or African American,0.0004952947003467063
Connecticut,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Connecticut,Race/Ethnicity,White,0.0004952947003467063
Connecticut,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Connecticut Technical Education and Career System,English Learners,English Learners,0.0004952947003467063
Connecticut Technical Education and Career System,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Connecticut Technical Education and Career System,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Connecticut Technical Education and Career System,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Connecticut Technical Education and Career System,High Needs,Students With High Needs,0.0004952947003467063
Connecticut Technical Education and Career System,High Needs,Students Without High Needs,0.0004952947003467063
Connecticut Technical Education and Career System,Homelessness,Students Experiencing Homelessness,0.0004952947003467063
Connecticut Technical Education and Career System,Race/Ethnicity,All other races,0.0004952947003467063
Connecticut Technical Education and Career System,Race/Ethnicity,Black or African American,0.0004952947003467063
Connecticut Technical Education and Career System,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Connecticut Technical Education and Career System,Race/Ethnicity,White,0.0004952947003467063
Connecticut Technical Education and Career System,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Cooperative Educational Services,English Learners,English Learners,0.0004952947003467063
Cooperative Educational Services,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Cooperative Educational Services,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Cooperative Educational Services,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Cooperative Educational Services,High Needs,Students With High Needs,0.0004952947003467063
Cooperative Educational Services,High Needs,Students Without High Needs,0.0004952947003467063
Cooperative Educational Services,Race/Ethnicity,All other races,0.0004952947003467063
Cooperative Educational Services,Race/Ethnicity,Black or African American,0.0004952947003467063
Cooperative Educational Services,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Cooperative Educational Services,Race/Ethnicity,White,0.0004952947003467063
Cooperative Educational Services,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Cornwall School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Cornwall School District,High Needs,Students With High Needs,0.0004952947003467063
Cornwall School District,High Needs,Students Without High Needs,0.0004952947003467063
Cornwall School District,Race/Ethnicity,White,0.0004952947003467063
Coventry School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Coventry School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Coventry School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Coventry School District,High Needs,Students With High Needs,0.0004952947003467063
Coventry School District,High Needs,Students Without High Needs,0.0004952947003467063
Coventry School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Coventry School District,Race/Ethnicity,White,0.0004952947003467063
Coventry School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Cromwell School District,English Learners,English Learners,0.0004952947003467063
Cromwell School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Cromwell School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Cromwell School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Cromwell School District,High Needs,Students With High Needs,0.0004952947003467063
Cromwell School District,High Needs,Students Without High Needs,0.0004952947003467063
Cromwell School District,Race/Ethnicity,All other races,0.0004952947003467063
Cromwell School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Cromwell School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Cromwell School District,Race/Ethnicity,White,0.0004952947003467063
Cromwell School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Danbury School District,English Learners,English Learners,0.0004952947003467063
Danbury School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Danbury School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Danbury School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Danbury School District,High Needs,Students With High Needs,0.0004952947003467063
Danbury School District,High Needs,Students Without High Needs,0.0004952947003467063
Danbury School District,Homelessness,Students Experiencing Homelessness,0.0004952947003467063
Danbury School District,Race/Ethnicity,All other races,0.0004952947003467063
Danbury School District,Race/Ethnicity,Black or African American,0.0004952947003467063
Danbury School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004952947003467063
Danbury School District,Race/Ethnicity,White,0.0004952947003467063
Danbury School District,Students With Disabilities,Students With Disabilities,0.0004952947003467063
Darien School District,English Learners,English Learners,0.0004952947003467063
Darien School District,Free/Reduced Lunch,Free Meal Eligible,0.0004952947003467063
Darien School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004952947003467063
Darien School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0004952947003467063
Darien School District,High Needs,Students With High Needs,0.0004952947003467063
Darien School District,High Needs,Students Without High Needs,0.0004952947003467063
Darien School District,Race/Ethnicity,All other races,0.0004952947003467063
